Quality	#1 ID	#2 ID	#1 String	#2 String
0	899	89900005	source of is the located	width
0	2893	289300006	route junction of the is the place of birth of the	nationality
0	223	22300003	TV shows have been created by	background
1	2622	262200001	is the speaker of the is	leader name
1	2952	295200002	notable commanders of the is the leader of the	leader
0	2259	225900002	the club of	rd3 team
1	3066	306600002	faiths are followed by the relatives of	relative
0	3383	338300007	In areas did the pupils of work	notable student
1	3784	378400001	the source region is source location is Ikelenge District	source location
1	897	89700001	politicians are in	order
0	520	52000004	wine region of is the mouth country of	origin
1	886	88600001	are some districts in the borough	borough
0	1300	130000006	Was the released in	languages
0	3390	339000007	is the home town of the musician of	album
0	2901	290100007	the mouth is located in location is	utc offset
0	250	25000006	In state can I find styled s	movable
0	474	47400005	cities are around the into the flows	pushpin label position
0	1703	170300006	' s have raced in races	birth place
0	2137	213700005	are some are on the board of companies founded in	timezone1 dst
0	1152	115200002	famous person is born in	population rank
1	833	83300002	In different s have people beatified by died	beatified by
0	2185	218500007	is the birthplace of the place Fiq is located	latm
0	1787	178700003	is the purpose of the is genere of	headquarter
0	2909	290900007	the subsequent work is opening theme is	first aired
0	1207	120700006	In sects were the aristocrats included were buried in	resting place
0	2470	247000005	is the birthplace of the is the predecessor of	successor
0	1424	142400002	Does the start in	source location
0	3160	316000004	race is the is the race of the	awards
0	190	19000005	is the alma mater of the actors of	language
0	416	41600006	is the king buried was	title
0	1057	105700007	sports are played by owns	source
0	3199	319900005	s have their music signed up with	music
0	2501	250100007	are similar to the ones produced by	active years start year
0	2780	278000004	tv were born out of a collaboration of and	successor
0	2592	259200004	is alma mater to	location
0	3856	385600003	TV have executive producer as	birth name
0	1946	194600002	s have been cinematographed by	death date
1	2488	248800002	For things are americans famous for	place of birth
0	1930	193000003	are the s Composer is	music composer
0	1838	183800006	the kingdom with currency administrative headquarters in	place
0	1921	192100006	have been in the nation football team	most caps
0	106	10600003	things are crossed over by bridges can carry	product
1	2963	296300001	a with actor as music by	starring
0	3449	344900003	List the goverener of	service end year
0	1490	149000002	the current club of	youthclubs
0	404	40400006	s are in the phylum	taxon
0	2249	224900003	was the designer of	genre
0	166	16600006	is the broadcast area of (SW)	alias
0	2439	243900006	discovered	axial tilt
0	1177	117700004	is that source gets water from the	difficulty
1	3600	360000001	Does the orignate in the minnesota	source region
0	3198	319800003	is the location city of	foundation
0	3869	386900006	Is a part of the	rd1t3 loc
0	1886	188600003	is the stockholder of the s operated by the	office
1	1782	178200002	are some important works of citizens	notable work
0	1059	105900004	is the citizenship of the lof the	ingredient name
0	3679	367900003	are some s phylum is	divisio
1	672	67200001	are the Languages of	languages
0	918	91800006	is the successor of the s child is	title
1	2672	267200001	is the meaning of the is a relegion of	type
0	1967	196700005	the distributed by voiced by	voice
0	171	17100004	founded the sister stations of	occupation
0	3308	330800003	In fields have people born in worked	minimum elevation
0	2443	244300002	labels are and	producer
0	3156	315600003	is the job of the is the office of the	years
0	119	11900005	In can I find dishes made of	image caption
0	3161	316100004	are some wars fought as the country's prime	rrja
0	1880	188000005	is the famous relative of	rtitle
0	2568	256800004	the relation is	death place
1	943	94300001	s music composers are associated with	music composer
0	911	91100004	s to airlines go go to	image width
0	747	74700003	first ascented a mountain of ()	type
0	3571	357100004	s's distributor is	launch date
0	3087	308700003	Was cinematographed by	language
0	3470	347000005	are the neighboring municipalities of	municipality name
0	3365	336500003	hub of is the resting place of	headquarter
1	2285	228500002	the college of the has affiliation with	affiliation
1	1248	124800002	is the sister of located	sister stations
0	3975	397500006	are all the people used to figure skate with the current partner of	formerchoreographer
0	513	51300002		color
1	1248	124800001	is the sister of located	location
0	3499	349900006	is the governing body of city	lat direction
0	3881	388100005	's TV is related with	first air date
1	2430	243000001	Was a	rank
0	2577	257700003	the has given voice is distributed by	divisions
0	856	85600005	Is written in ++	influenced by
0	2584	258400003	TV has distributor located in	dec precipitation inch
0	1209	120900006	sports are played typically in s	type
1	333	33300001	destinations are covered by the airlines serves	destinations
0	3118	311800004	was born	birth date
0	312	31200005	's governor is has final resting place in	place of death
1	3867	386700001	is the style of architecture of	architectural style
1	492	49200002	owns the railway line goes through the	owner
0	3413	341300006	is the alma mater of the person child is	appointer
0	922	92200002	In religions are both reverred	major works
0	3442	344200004	Journals of fields can be found in	known for
0	987	98700003	is the publisher of the one of authors is	short description
0	1675	167500006	List the s doctoral advisor is are known for	commons
0	656	65600004	is known for	author
0	2722	272200005	is the garrison of	unit name
0	1556	155600002	participate in the	sports
0	1554	155400004	did play for	stat4label
0	3357	335700006	s start in a country leader is	termstart
1	3109	310900001	s grandsire is Wild Risk have taken part in races	grandsire
0	3015	301500003	owns the crosses the of	line length
0	2389	238900003	sports are played at	city
1	3117	311700001	have been the of national team of	nationalteam
1	3390	339000002	is the home town of the musician of	hometown
0	304	30400006	university was attended by both and	known for
0	2499	249900002	List all the notable works of	occupation
0	2735	273500004	is affiliated to ic Religion	ethnicity
1	3093	309300001	are leaders of	leader
0	1112	111200002	is the place of birth of the and	occupation
0	1341	134100007	Whcih creator of created subsequent work of	artist
1	3948	394800002	was the director of photography of the animator of	cinematography
0	1573	157300004	List the countries through E E passes	country
0	1294	129400004	owes its allegiance to a state capital town is	ship namesake
0	1928	192800007	s are played at the university president is	alma mater
0	1260	126000003	political party got elected in	relative
0	1799	179900007	tema did Dough played for is the drafty team of	birth place
0	65	6500005	is the person that first ascented the and	first ascent
0	660	66000002	On subjects was written	number of pages
0	3307	330700006	the final resting place is was part of conflict	blank name
0	3492	349200005	famous people are from the	related groups
0	2176	217600007	is the headquarters of the public transit system owns a	ada
0	1923	192300004	the one of the notable work is Adventures of died in	previous work
0	967	96700003	have former teams as and	no div champs
0	2747	274700004	bodies are nearest to city	population density metro km
0	1347	134700003	produced the	unitssold
1	1050	105000002	The players born in have played for team	team
1	982	98200001	's taxonomic class is	class
0	2985	298500003	opening themes was used to make	a side
1	3358	335800002	are the producers of the s has music by	music
0	877	87700004	the resting place of	death place
0	2195	219500003	Was canonized by	type
0	1531	153100004	things do bridges designed by the go over	builder
1	560	56000001	List the sports associated with	city
0	3884	388400003	To city does belong	longitude
0	2327	232700003	List the casted in 	caption
0	1098	109800005	Is a main ingredient of	collections
1	209	20900002	has stock in the s managed by	system
0	2204	220400004	are the bands associated with the artists of	genre
0	982	98200005	's taxonomic class is	image caption
0	538	53800003	are the former partners of the s performance have been choreographed by in the past	country
0	1612	161200005	country are the players of the from	shorts
1	517	51700001	allegiance is was has a wife named	allegiance
1	2720	272000001	an estimate number of races grandsired by the have raced in	grandsire
0	304	30400002	university was attended by both and	occupation
0	2900	290000004	developers make softwares for operating systems	computing platform
1	3710	371000001	killed and	death cause
0	1585	158500003	List the subsequent work of the s one of the subsequent work is	record date
1	3258	325800001	gave the musical score of	music by
0	3849	384900003	companies have built bridges	stip
0	2581	258100002	of is father to royalty	birth date
0	3108	310800005	the river on	part
0	1993	199300004	the affiliations's foundation is in	local scenes
0	2492	249200006	s have collaborated with	associated acts
0	3659	365900006	are currently playing for	clubs
0	3085	308500006	CPU is predecessor is	preceded by
0	3385	338500004	all the hubs of the s one of the hubs is	south
0	820	82000003	's president studied in the	basketballarena
0	627	62700002	cities are nearer to	area
0	586	58600006	country does league of belongs to	name
0	2103	210300005	the creator is presented by	developer
0	603	60300003	List the s directed by	writer
1	1872	187200001	is a	type
0	2151	215100002	Did edit	producer
0	2798	279800005	the loocation of is the location of SamurAbsheron channel	partof
1	286	28600001	other have been given to people have won the	awards
0	3740	374000003	have succeeded the kings buried in	headquarter
0	1129	112900004	is the maker of the engine of	successor
0	1801	180100002	Is the first person to scale Mt	caption
1	3005	300500001	did the is predecessor to died	place of death
0	2249	224900002	was the designer of	producer
1	123	12300001	some company is owned by the	owner
0	3048	304800007	In s can I find people alma mater was in	training
0	1922	192200006	List order (taxonomy) is domain is	phylum
1	1596	159600001	List the battles fought by	battles
0	3417	341700002	is the label of	artist
0	1771	177100007	genre is from employes	date of birth
1	2743	274300001	all the were presented by something located in	headquarter
0	324	32400006	s are there in	city
1	3468	346800001	architects are there have made something used by	architect
0	78	7800005	the alma mater of	death place
1	3036	303600001	In places can I find people were the architects of the	architecture
0	1316	131600007	home town of is the place of Death of	successor
0	3558	355800007	is the prize received by the one wrote the screen play of	studio
0	253	25300004	List some teammates of	birth date
0	2521	252100006	List the comic created by	keypeople
0	370	37000004	is the university attended by the 's known for	industry
0	466	46600004	owners are there of things located in	death place
0	0	02	are painted by	caption
0	3075	307500003	is the launch site of	lower earth orbit payload
0	3565	356500003	the belongs to range is located in	source location
1	3183	318300002	wrote the in a character called exists	writer
1	165	16500002	is the source is Cowombat Flat has it's mouth located in	river mouth
1	1986	198600001	is the birthplace of is the residence of	birth place
1	2580	258000002	are the s distributor is a division of	distributor
0	3318	331800006	's arena is	home arena
0	1599	159900006	wife is a presenter at	creator
0	2823	282300007	are the tombs of alumni of ational academy museum school	education
0	2773	277300006	is the county seat of	year start
1	1429	142900001	cities are near to is known as	nearest city
0	1041	104100006	On subjects does the author of the novel delve	publisher
1	725	72500002	coach of men's basketball team is the head coach of men's basketball team	coach
0	1305	130500006	leaders are and	monarch
0	1546	154600002	From is billed	position
1	328	32800002	country is from has the	birth place
0	3902	390200005	List the s one of distributor's divisions is	production companies
0	3290	329000005	To settlement does belong to	rivers
0	563	56300003	Does the flow in the	source confluence lat d
0	3281	328100004	is the with previous members and	years active
0	3561	356100007	is the mascot of the alma mater of	birth name
0	821	82100004	companies are of form	company type
0	2965	296500007	manages the operator of	number of stations
0	1898	189800006	Wo countries have the members of Ukrainian swore their oath	headquarters
0	339	33900002	List the s offices are situated in	architect
0	1518	151800002	people currently play for	runner up
0	1678	167800006	was on the boards of and	leader function
1	129	12900001	sports played by schools play	sport
0	436	43600003	List all the home stadium of the s has one of the home stadium as	is part of
0	3193	319300004	the home town of all s uses as instrument	starring
0	3948	394800006	was the director of photography of the animator of	release date
0	2804	280400002	the president of	before election
0	2392	239200006	are in the board of	alias
0	3982	398200002	has won awards	starring
1	1971	197100001	For cities's s did play	location city
1	1547	154700001	are the s produced by	producer
0	2657	265700004	team won the	former team
1	2996	299600001	subjects are covered in the publications of	publisher
1	2648	264800001	List the writers of	writers
1	555	55500002	bmade song	musical artist
0	3033	303300007	religion is practiced by many others	language
0	134	13400006	relegious affiliation of was canonized by	consecration
0	2514	251400003	served a vice president buried in	caption
0	1294	129400003	owes its allegiance to a state capital town is	other name
1	2445	244500002	is the tombstone of the members served with as the Vice President	resting place
0	3031	303100004	s are in the	league
0	145	14500007	country did the prime minister belong to was served by	birth place
0	860	86000003	In languages did sing	musical artist
0	31	3100004	have been penned by	book
1	3920	392000001	does the flow into starts at the	source
0	1809	180900002	is the theme music is by	former band member
0	1625	162500006	has written works found in the	image file
0	676	67600005	political party of is the political party of	short description
0	1230	123000005	are some s have worked with	date of birth
1	3774	377400001	is the state largest city is	largest city
0	1787	178700007	is the purpose of the is genere of	license
1	1924	192400001	the broadcast area of	broadcast area
1	2220	222000001	Was in the band	associated band
1	669	66900001	List presidents of the one of the president is	president
0	1174	117400004	List the mascot of the are a part of	known for
0	2915	291500005	are some awards given to were born in	capital
0	2854	285400004	is the religious affiliation of	native name
0	3765	376500006	appointed	succeeded
1	2106	210600001	the common sports played at and	sport
0	2949	294900004	did chancellor served by die	birth date
0	936	93600006	battles fought by the military people fought in	place
1	1676	167600002	religions followed by members	religion
1	699	69900001	is the home ground of the managed by	manager
0	574	57400006	In did the team coached by win	shoots
1	3370	337000001	is the meaning of the name was one of the subject of play	subject
0	3268	326800002	Was a commander of the of	caption
0	1285	128500006	Does play as	nflnew
0	3654	365400004	some series network's owning company is	owner
0	164	16400005	is the owner of the distributor of	formation year
0	1900	190000003	is the purposes are and	occupation
0	1435	143500006	are the broadcast areas of	founder
0	2140	214000006	List the fields of	name
0	3835	383500002	Was one of the first to ascend a mountain on Mt	influenced by
0	3068	306800006	did the study doctoral thesis was supervised by	birth date
0	181	18100003	all have rented the architect is	developer
0	2376	237600003	Among in theme music is composed by is located in	headquarter
0	3828	382800005	is the religion of the president won the	after party
1	3042	304200001	the artist of	artist
1	477	47700001	doctoral student is etienne bieler\xctienne_Bi\xeler	doctoral student
0	1624	162400007	cities have the one of Tributary is the 's	mouth position
0	3019	301900003	List all important people of the non profit has as a key person	office
0	739	73900006	city do both come from	date of birth
0	1072	107200003	are some are written in languages that are run on OS	platform
0	1726	172600005	is the order of	id
1	107	10700001	Did manage a club of	manager club
0	1032	103200007	List all the tenants of the stadium the took place	promotion
1	1620	162000001	For teams did graduated players play ir first game	college
0	1623	162300004	key person of is the appointer of	products
1	3776	377600001	did the partner of die	death place
1	2841	284100001	is the name of the mouth country is source region is	source region
0	464	46400005	Is a company	extinction year
1	244	24400002	For other teams do members of tanzanian national football team play	team
0	3175	317500006	broadcast area of is the palce of birth of	date of death
0	2123	212300005	the Gibraltarian guitarist is from city	genre
1	244	24400001	For other teams do members of tanzanian national football team play	nationalteam
0	85	8500003	has a product named as service	type
0	382	38200004	is the author of	magazine
1	3930	393000002	are the things leader was a monarch of	leader
0	1283	128300007	birthplace of is the location of the	northwest
1	3348	334800001	Is the trainer of	trainer
0	3062	306200005	the tenants of the stadiums designed by	architecture firm
1	1363	136300001	are located in	location city
0	751	75100004	theme music was composed by a bcollaborated with	commons
0	1834	183400003	city is it governs was born	percentage
0	974	97400007	the voice's animator is	occupation
0	2531	253100003	the agency of	date1 name
0	2498	249800004	members are there in the	formation
0	3428	342800004	ingredient of the foods have one of the ingredient is	serine
1	2869	286900002	From different s did the weapons used in the originate	used in war
0	2208	220800002	are the professions of	successor
0	2552	255200006	mainter of is the county seat of the su	length
0	1125	112500004	List the major shrines of the s one of the shrine is	fullname
0	1930	193000005	are the s Composer is	occupation
0	452	45200005	's relative is belongs to	relative
0	3047	304700004	are citizens of country	short description
0	1537	153700003	's current team is former team was	position
0	3557	355700006	do the owned by the Northwestern company begin	is part of
0	2355	235500005	Does the serve the	stat3 data
0	3153	315300003	is the venue of	genre
0	2218	221800004	can I find hometown is in	birthplace
0	3614	361400006	would be a common border of the shimsa	year low c
0	2153	215300006	artist was associated closely with rock a doodle	previous work
0	2157	215700006	In tv did act	guest
0	2564	256400007	gadgets are made by companies of	mar rain mm
0	3093	309300004	are leaders of	religion
0	2946	294600007	are the common sports played by and	city
0	3255	325500004	are the s company is owned by	owner
1	659	65900001	awards did the narrator of win	narrator
0	1485	148500003	Is currently in the	youthclubs
1	220	22000001	is the affiliation of tani University	affiliation
0	3996	399600005	Is NY a prospective team for	league
0	790	79000006	the academic advisor has mentored the thesis of	death place
0	3965	396500005	location country of is the origin of	sound recording
0	773	77300005	List the team for played	height
0	3188	318800004	are garrisoned in the	owner
0	3360	336000002	are the s music is given by	other names
0	1439	143900003	the name of the with source place as has mouth place as a place in	caption
0	3807	380700004	In province was born	name
1	1611	161100001	the leader's deputy is	deputy
0	2499	249900005	List all the notable works of	creator
1	254	25400001	everything under the archipelago is the biggest town	largest city
0	1650	165000004	composed the music for	productions
0	2879	287900006	has leaders and	birth date
0	1196	119600006	series are both from	last appearance
0	2107	210700006	acted in the written by	name
0	1279	127900002	Under president was a lieutenant	short description
0	3487	348700003	is the is the rival of	homepage
0	1533	153300003	composed s in the Mr album	type
0	2955	295500002	is the region of	philosophical school
1	332	33200001	tenant of is the military branch of the	military branch
1	399	39900002	are the cities located on the sea into the flows	outflow
1	3445	344500002	's resting place is as predecessor	resting place
0	1459	145900002	mam is	birth date
0	3958	395800005	all have been a during the battles of	landareaus
0	3790	379000006	is the place of birth of the is the place of death of the	birth date
0	2649	264900003	's neighboring municipalities are Pregny-Chambsy	long ew
1	469	46900001	are the outflow of the lakes has one of the outflow as	outflow
0	3348	334800006	Is the trainer of	birth name
1	3927	392700001	assembly of the is the route end of the	assembly
1	3661	366100001	are the current clubs have as chairman	currentclub
0	1037	103700003	the musical bof	length
0	2904	290400003	parent organization of is the label of	picture format
0	887	88700005	are the s are in and	fixedresolution
0	1888	188800005	Under president did some politicians live in	imagesize
0	2004	200400004	are the founded in and	utc offset
0	2351	235100004	was the engineer born manufactured EP REP	length ft
1	1508	150800001	With m is the institution of affiliated	affiliation
0	3284	328400007	parent company of the is the alma mater of the	death date
0	2993	299300004	are the beverages origin is	area served
0	3170	317000006	Is the related to	manufacturer
0	444	44400005	the written by distributed by	d
1	3301	330100001	List the associates of s have a label by	record label
0	3088	308800005	team had the debut of and	place of death
0	43	4300003	was discovered by and	birth date
0	273	27300006	some series related to the one had in them	birth place
0	2806	280600005	party are there of the office holders one of the party is	foundation
0	3978	397800006	from was on the mission of	launch rocket
1	3462	346200001	different writers have written for	magazine
0	3262	326200006	foundation palce of is the death palce of	location city
0	1276	127600005	hold stocks in the is located at	management
1	3250	325000001	In states can one fd kd of bridges	style
0	3210	321000003	owners are there of lines starting at the	railway platforms
0	2884	288400003	married	weight
0	2187	218700006	is the comes from mountain	leader title
1	3287	328700002	was the president during the time the opponent of was in the office	incumbent
0	1448	144800007	is the nationality of the won the	winners share
0	1308	130800004	the mascot of	campus
1	2885	288500001	kind of does develop	developer
0	665	66500007	was the under m a governor participated in 's rebellion	label7 size
0	566	56600005	made is the platform can be played	released
0	3880	388000006	is owned by is located in	short description
0	373	37300006	has starred in the s was performing	coach
0	2301	230100002	is a common ingredient used in boyt and	caption
0	565	56500003	religions are followed by the people in the	size
1	1849	184900002	is the common distributer of and	distributor
1	3752	375200002	is based in has opening theme as ""	location
1	3475	347500001	are some s associated with the ones signed up with	record label
0	1100	110000006	sitcoms were produced by the company predecessor was the	name
0	3436	343600006	is the profession of	predecessor
0	863	86300005	administrative headquarters of the is the resting place of the	area total
0	1	100002	Was the prime minister of	colonel of the regiment
1	1893	189300001	is famous works are and	notableworks
0	3782	378200006	List the s taxonomy is phylum is	authority
1	961	96100002	are the homestadiums of the chaired by	home stadium
0	912	91200007	does the rail route ends at the station begins	opening year
0	109	10900006	List the name of the chairman is	predecessor
0	3426	342600002	has writing of and	producer
0	21	2100004	Is one of the destinations of airways	target airport
0	1864	186400005	the awards that have been given to the made famous for	release date
0	1183	118300003	List some were opponents of someone was died by	type
0	3198	319800004	is the location city of	distributing company
0	2479	247900003	is the mayor of the city under is the constituency of	year
0	566	56600003	made is the platform can be played	collapsible
0	1022	102200003	are some journals of academic	profession
0	1280	128000006	first driver of is finished first in	previous race in season
0	2033	203300003	a few live in a place is an official language	language
0	337	33700006	List the home stadiums of the teams in the	continentalcup
0	3725	372500005	have trained the wrestlers were billed in	occupation
1	2918	291800002	are the awards won by the is an authority of	binomial authority
0	1411	141100003	is the common country of and	doors
0	1472	147200004	Does own the plant	laterwork
0	1565	156500004	is the state of origin of the is the successor of	nationality
0	926	92600004	was the successor of born	party
0	2848	284800006	licensee are there of the radio stations area is	population total
0	1125	112500003	List the major shrines of the s one of the shrine is	bishop
0	3448	344800007	Radios on topics can be tuned in to in DC	site cityst
0	1943	194300005	Was a doctoral student of	short description
1	625	62500002	List the leaders of the agencies jurisdiction was	leader
0	907	90700006	the driver had a pole finish in	next year's race
0	2693	269300003	the with successor as child as	order
0	953	95300007	the produced by its OS is provided by	area served
1	227	22700001	region of the is the region of the	style
0	1379	137900004	List the people died in are a member of political party	locale
0	1963	196300004	the university s have been managed by	career station
0	2126	212600004	Of countries does have citizenship	date of birth
0	1665	166500003	are the children of	death date
1	2535	253500001	is the producer of the album after was released	producer
0	1867	186700003	sports are played in the alma mater of	majority
0	2510	251000005	To country does owe allegiance	military command
0	1590	159000003	List the city is the place of death of	fullname
0	2270	227000002	are the s music composer is	artist
0	3415	341500003	the local authority of	lower age
0	2410	241000004	do the politicians work	active years end date
1	2595	259500001	is broadcasted by presented by	presenter
0	3171	317100005	designed the s have been rented by	title
0	133	13300005	In areas are the of available too	elevation ft
1	1457	145700001	Amongst the winner of has as doctoral supervisor	doctoral advisor
1	1146	114600001	planet was discovered by	discoverer
0	1498	149800004	is the automobile platform of	aka
0	3338	333800004	do both live	years active
1	57	5700001	With is the service associated	services
0	3395	339500003	network is Prime time Entertainment has as executive producer	divisions
0	400	40000002	List the shrines of the one of the shrine is	single line
1	2086	208600002	In country was was firt aired is the mouth country of	mouth country
0	1546	154600006	From is billed	trainer
0	117	11700007	Music for was made by someone died of a	field
0	2135	213500006	are the different religions followed by presidents was	military branch
0	3023	302300005	born s have stopped playing for teams	city served
1	793	79300002	fields of the is the faith of	religion
0	2888	288800005	In places can I find wine made of grapes	order
0	3819	381900002	Is Serbian Titieca a doctoral student of http://dbpediaorg/resource/Werner_Heisenberg	influenced
0	1393	139300004	is the president used to work for Democratic party	birth date
0	1254	125400006	all are buried in national cementary	resting place
0	660	66000004	On subjects was written	author
0	750	75000006	In war did the units garrisoned at fight	area total
0	3542	354200006	is venerated in and	focus
0	2038	203800004	List the awards given to the important people of	distributor
0	2981	298100007	play in the	dated
0	3294	329400004	does the jurisdiction of fall	agency name
0	2134	213400007	holds shares in something famous for the Seven Spring Mountain Resort	lat deg
1	2108	210800002	are politicians of party	party
0	1583	158300002	Is a bmember of	artist
1	2775	277500001	all has been created by	creators
0	3413	341300005	is the alma mater of the person child is	predecessor
0	1854	185400006	won the silver medal the bronze was won by	height
0	233	23300002	the religious affiliation of	office
1	1856	185600001	List the popular works of the author of	author
0	2776	277600005	Is the prime minister of	notable students
0	3566	356600005	is the company that has products with as its OS	developer
1	648	64800001	In race did the racehorse the horse trainer participate	race
0	2960	296000006	Was the cover of designed by	based on
0	3511	351100006	is the thorington train station located	postgroup
1	266	26600001	has compiler as	editor
0	1340	134000007	Under president was a in opposition of	district
0	3003	300300003	is the stylistic origin of the s the is important	names
0	977	97700004	have represented	colorc%23
1	759	75900001	in country does the river end originates in	mouth country
1	1860	186000001	Does currently play for	currentclub
0	1371	137100003	In place is the is known for located	education
0	943	94300006	s music composers are associated with	genre
0	952	95200003	is the has n as relatives	gender
0	3240	324000003	belongs to mountain range	lat m
0	1641	164100004	is the cast members are and	death year
0	279	27900004	is the producer is	death place
0	3042	304200006	the artist of	2option color
0	2393	239300005	is the leading party in too is associated with	party
0	2744	274400005	are some players of	coach
0	2315	231500003	is the owner of	revenue
0	2113	211300003	can one find some in the world	ingredient name
0	1876	187600003	is the current team of (motorcycle racer)	caption
1	549	54900001	List the s music composer is often associated with	music composer
0	781	78100006	are the other members of the one of current member is	years active
0	1510	151000003	the TV producer is company is	division
0	204	20400003	List the cast member of the s producer is	caption
0	24	2400003	the mascot of the military branch of	short description
0	528	52800006	founded the NGO	location
1	2067	206700001	has composed music for things	composer
1	3029	302900001	are made by	company
0	3239	323900003	List the sports played in es	governing body
0	1719	171900004	religion do the both follow	established
0	3070	307000006	is the coach of	occupation
0	1563	156300004	the daughter is another children named	record label
0	3498	349800003	are some famo founded in the	founding date
0	135	13500006	the composer is company as	foundation
1	1003	100300002	politician's constituency is led by the	constituency
1	2467	246700002	have order (taxonomy) as division as are there	order
0	3560	356000004	can one find the	teacher
0	3522	352200003	Is released with a license	programming language
0	1234	123400005	military personnel belong to the branch of	participants
0	1065	106500007	author inspired wrote	genre
0	1855	185500006	the with associate as has a kid named	years
0	3613	361300005	board memeber of owns	title
0	1262	126200002	current once played for	league
0	3214	321400004	is the artist of hour	executive producer
1	1605	160500002	is the common ideology followed by and	ideology
0	3020	302000005	did study	stats
1	3312	331200001	List the profession of senate one of the profession is	profession
1	15	1500001	source country of channel is the birth place of	place of birth
0	1014	101400004	follows religion once employed Srijnana too	party
0	467	46700004	is located	name
0	717	71700007	different kinds of games are published by	name
1	3548	354800001	was in missions of and	mission
0	3754	375400003	the prospect team of	height ft
1	661	66100001	purpose of the is is know for	known for
0	1679	167900007	is the almamater of the president vice president was	birth year
0	220	22000002	is the affiliation of tani University	city
0	2086	208600007	In country was was firt aired is the mouth country of	mouth elevation
0	1548	154800004	is the narrator of	num seasons
0	3430	343000003	is associated to the predecessor of	preceded
0	2116	211600003	is the previous work is	music
0	378	37800003	List the battles fought by	service end year
0	984	98400003	List the s cast member were born in	place of birth place
1	683	68300001	Is the trainer of	trainer
1	2997	299700001	wrote the extended from book	based on
1	2044	204400001	sports are played at affiliated by the of Higher Learning	affiliation
1	3954	395400001	producer of Wizards the aliens is the notable work of	producer
0	2590	259000005	the has Lieutenaunt general as superintendent mascot as	commander
0	3795	379500006	Was the built in	area total sq mi
0	118	11800004	Was a guest on	occupation
0	3959	395900004	is the common past team of the (American football player) and	draft year
0	1711	171100005	the alma mater of the famous for	products
0	1619	161900004	Was a member of the	writers
0	3144	314400004	ceremonial County of the is the local authority of the	city
1	1516	151600001	manufacturer of the is the manager of s	governing body
0	766	76600004	are the nicknames of the people are in	title
0	1512	151200003	was the coach of men's basketball team- season	headcoach
0	3618	361800007	is the county of the route end is	constituency am
0	3839	383900005	all have appointed governess born in	nrhp reference number
1	226	22600001	people are known for	known for
0	283	28300002	ends at and	caption
0	588	58800007	a hosted by judged by	starring
0	3405	340500003	religion is prevalent in the s of the	population blank1 title
0	2483	248300004	is the former partner of the was the former partner of	beganskating
0	1207	120700007	In sects were the aristocrats included were buried in	tower quantity
0	3100	310000005	List the s area province is	established title
0	1685	168500002	people won the	caption
1	2956	295600002	colored s have won the	colour
0	3054	305400004		author
1	3014	301400001	leader is was founded by	leader name
1	1436	143600002	is the ground of the has as a team member	ground
0	1848	184800006	owner of owns	socks
0	2993	299300003	are the beverages origin is	rd1t5 loc
0	1669	166900007	key person of the is the president of	founded date
0	819	81900006	items belong to the genre	literary genre
0	1903	190300007	company of is the owning organization of Ford	owner
0	3289	328900003	the work institutions of	birth date
0	3915	391500003	was the parent of child is	battles
0	2426	242600003	have children named and	term start
0	3185	318500004	Was in	nounspecified
0	912	91200003	does the rail route ends at the station begins	zone
0	3458	345800004	mascot of the is the team name of	founded
1	2059	205900002	the voice is given by theme music composer is	voices
0	2764	276400003	state is the birth location of	short description
0	3318	331800003	's arena is	general contractor
0	352	35200006	is other tenant of the stadia one of the tenant is	founding year
0	1183	118300007	List some were opponents of someone was died by	conviction status
0	3022	302200003	is the nationality of the was served by	before
0	3940	394000003	did the members of judge advocate general corps study	occupation
0	3682	368200003	did marry	draft round
0	3535	353500006	products do make	type
1	3487	348700002	is the is the rival of	region
0	2177	217700003	List the relatives of the governor of	office
0	2115	211500004	Was the first one to ascend one of the peaks in the	elevation ft
0	3183	318300006	wrote the in a character called exists	first appearance
0	1308	130800005	the mascot of	admin team
0	2779	277900007	all have been presenters on by the	slogan
0	3813	381300002	Is written in language	fsf approved
0	3882	388200006	were the first drivers in the grprix took place at	image caption
0	3930	393000004	are the things leader was a monarch of	religion
0	2306	230600003	the founded by located in	nationality
1	2915	291500002	are some awards given to were born in	birth place
0	1151	115100003	are some given names for s	blank1 info sec
0	2160	216000003	s have been produced by	notable work
1	1557	155700001	List few s	language
0	3340	334000006	the former broadcast network of the television station is the sister stations of	homepage
1	2146	214600001	is the mouth is in deadsea	river mouth
0	3661	366100006	are the current clubs have as chairman	birth place
0	1953	195300005	are the things built by	related
0	3928	392800004	the atleast one of members is famous for playing the	pickups
1	3098	309800002	the located in has parent peak as	parent mountain peak
0	2890	289000003	the spouse was one of parent was	full name
0	1436	143600004	is the ground of the has as a team member	years
0	2491	249100003	countries came together to serve a greater purpose founded	priority areas
0	3819	381900005	Is Serbian Titieca a doctoral student of http://dbpediaorg/resource/Werner_Heisenberg	doctoral students
0	3145	314500005	are some other destinations covered by the s flights go to the	text
0	3271	327100004	the state of	birth date
0	3667	366700005	the relatives are belongs to	nationality
1	3578	357800001	is the founder of the trade union with m is affiliated	founded
0	2779	277900003	all have been presenters on by the	first air date
0	1673	167300004	In battles did president	child
0	514	51400005	writers worked on the album	nosales
0	2139	213900004	Does mean the same as a	subfamilia
1	776	77600002	are there children died in	child
